winner,grouping,Game,Category,MOMAM,is_any_percent,is_hundo,is_in_game_challenge,is_cpu_battle,is_bonus,is_hard_mode,is_sub_battle,is_romhack,is_randomizer,pie_won_last,platform_dos,platform_gb,platform_gba,platform_gbc,platform_n64,platform_nds,platform_nes,platform_ngc,platform_ps,platform_ps2,platform_snes__1,platform_switch,platform_wii,platform_wiiu,platform_win
pie,155,Bowser's Fury,Any%,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
spike,156,The Legend of Zelda: Breath of the Wild,40 Shrine Challenge,6,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,157,Crowd Control,Any%,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pie,158,Mario Kart: Double Dash!!,Any%,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,159,Yu-Gi-Oh! The Duelists of the Roses,Any%,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,160,Sesame Street: Elmo's Number Journey,Any%,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
spike,161,Yu-Gi-Oh! Forbidden Memories,Any%,6,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
,162,Luigi's Mansion,Any%,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
pie,163,Mario Golf: Toadstool Tour,Any%,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
pie,164,Mario Kart 8 Deluxe,Team Night,6,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
pie,165,Super Mario Maker 2,MOMAM World,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
spike,166,Mario Party 2,100%,6,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
pie,167,Mario Party 3,Any%,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
spike,168,Mario Party 3,CPU Battle,6,0,0,0,1,1,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
,169,Mario vs. Donkey Kong,Any%,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
pie,170,Metroid: Zero Mission,Any%,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,171,Castlevania,Any%,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,172,The Legend of Zelda: Ocarina of Time,Sub Multiworld,6,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
,173,Paper Mario,69 Golden Pigs,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
spike,174,Pikmin 3 Deluxe,Any%,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
spike,175,Pokemon Stadium,Any%,6,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
,176,Pokemon Stadium 2,Any%,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
spike,177,Pokemon Trading Card Game,Any%,6,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
pie,178,Pokemon FireRed,Battleship,6,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,179,Risk II,Tournament Mode 8 Hour Challenge,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
pie,180,Rocket: Robot on Wheels,Any%,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
spike,181,Shadow the Hedgehog,Any%,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
pie,182,Super Mario Bros. 35,Any%,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,183,Super Mario RPG: Legend of the Seven Stars,Beetlemania Hi Score Contest,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
spike,184,Sonic Adventure DX: Director's Cut,Any%,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
pie,185,SpongeBob SquarePants: Battle for Bikini Bottom - Rehydrated,Any%,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
spike,186,Super Mario 64,100%,6,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
,187,Bubsy in Claws Encounters of the Furred Kind,Any%,6,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,187,Super Mario Bros.,Any%,6,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,187,Super Mario Bros.: The Lost Levels,Any%,6,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,187,Super Mario Bros. 2,Any%,6,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,187,Super Mario Bros: 3,Any%,6,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,188,Super Mario RPG: Legend of the Seven Stars,Low%,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
spike,188,Mighty Morphin Power Rangers,Any%,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
spike,188,Teenage Mutant Ninja Turtles: Turtles in Time,Any%,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
pie,189,Streets of Rage 2,Any%,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,190,Undertale,Any%,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,191,Wario Land 4,Any%,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,192,Link: The Faces of Evil,Any%,6,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,192,Zelda: The Wand of Gamelon,Any%,6,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
